run_num,window_size,lambda_phys,batch_size,learning_rate,num_layers,embed_dim,avg_rsep_pitm
18,50,0.0930702375315451,768,1.2644244838358596e-08,3,32,14.370046388375254
4,100,0.4594603086771892,512,2.3258609332979383e-08,3,32,15.683435509220766
16,10,0.4045274350691966,1024,1.2202725555921408e-08,5,96,15.854693896291309
14,10,1.0866715226001809,256,4.692870704892636e-08,3,32,26.94259998570501
9,200,0.9412649221181206,512,7.141131967858004e-06,2,128,28.008356959225928
